experiment_id,dataset,optimizer,seed,epoch,train_loss,train_acc,val_loss,val_acc,epoch_time
MNIST_SGD_seed00,MNIST,SGD,0,1,1.1422608065605164,0.6458333333333334,0.33855852955266047,0.9008333333333334,1.6430668830871582
MNIST_SGD_seed00,MNIST,SGD,0,2,0.2790965591867765,0.9114583333333334,0.2270917468949368,0.9308333333333333,1.0582709312438965
MNIST_SGD_seed00,MNIST,SGD,0,3,0.16551487361391384,0.949375,0.1536844251187224,0.9575,1.041877031326294
MNIST_SGD_seed00,MNIST,SGD,0,4,0.13329246339698633,0.9591666666666666,0.13684786954208425,0.9566666666666667,1.0193150043487549
MNIST_SGD_seed00,MNIST,SGD,0,5,0.10420160812636216,0.966875,0.1071191375192843,0.97,1.027519941329956
MNIST_SGD_seed00,MNIST,SGD,0,6,0.07357492789626122,0.9785416666666666,0.1026017241621096,0.9716666666666667,1.020698070526123
MNIST_SGD_seed00,MNIST,SGD,0,7,0.07002079057196776,0.9777083333333333,0.10155580810418255,0.9708333333333333,1.017402172088623
MNIST_SGD_seed00,MNIST,SGD,0,8,0.06432495741794507,0.9810416666666667,0.09696016014602624,0.9766666666666667,1.045264720916748
MNIST_SGD_seed00,MNIST,SGD,0,9,0.05184237654941777,0.9827083333333333,0.08646101884445861,0.9775,1.0325820446014404
MNIST_SGD_seed00,MNIST,SGD,0,10,0.04354713451738159,0.986875,0.09712260821834207,0.9725,1.0431299209594727
MNIST_SGD_seed00,MNIST,SGD,0,11,0.03462485012908777,0.989375,0.09671610066863268,0.9733333333333334,1.0491437911987305
MNIST_SGD_seed00,MNIST,SGD,0,12,0.03512284639757127,0.9885416666666667,0.11225965239205643,0.9658333333333333,1.0461900234222412
MNIST_SGD_seed00,MNIST,SGD,0,13,0.031005393123875062,0.98875,0.09772384792909418,0.9766666666666667,0.9946901798248291
MNIST_SGD_seed00,MNIST,SGD,0,14,0.028379595316946508,0.9891666666666666,0.07701663687629134,0.9783333333333334,1.067917823791504
MNIST_SGD_seed00,MNIST,SGD,0,15,0.0190837096904094,0.994375,0.10281412024050951,0.9725,1.0733890533447266
MNIST_SGD_seed00,MNIST,SGD,0,16,0.016067087828802566,0.9954166666666666,0.093921378683789,0.9733333333333334,1.09324312210083
MNIST_SGD_seed00,MNIST,SGD,0,17,0.014027733486921837,0.9960416666666667,0.08750171841146719,0.9783333333333334,1.0912318229675293
MNIST_SGD_seed00,MNIST,SGD,0,18,0.013155957063815246,0.9952083333333334,0.0800669083898691,0.9816666666666667,1.0643229484558105
MNIST_SGD_seed00,MNIST,SGD,0,19,0.016995598097952702,0.9939583333333334,0.09492621029800687,0.9716666666666667,1.0490257740020752
MNIST_SGD_seed00,MNIST,SGD,0,20,0.016751414708948385,0.995,0.09729639120939139,0.9758333333333333,1.0746309757232666
MNIST_SGD_seed00,MNIST,SGD,0,21,0.011718296274387589,0.9966666666666667,0.0975934556428049,0.9775,1.05436110496521
MNIST_SGD_seed00,MNIST,SGD,0,22,0.011757379466822992,0.9966666666666667,0.08792428834682428,0.9775,1.0485820770263672
MNIST_SGD_seed00,MNIST,SGD,0,23,0.007894492771592923,0.998125,0.09595564576202857,0.98,1.063094139099121
MNIST_SGD_seed01,MNIST,SGD,1,1,1.08206241329511,0.655625,0.3706056742291701,0.8816666666666667,1.0475788116455078
MNIST_SGD_seed01,MNIST,SGD,1,2,0.3132077006498973,0.9033333333333333,0.21842470059269353,0.9433333333333334,1.0529978275299072
MNIST_SGD_seed01,MNIST,SGD,1,3,0.20808875054121018,0.9370833333333334,0.16139561535888597,0.9566666666666667,1.076490879058838
MNIST_SGD_seed01,MNIST,SGD,1,4,0.14121663451194763,0.958125,0.14766908936986797,0.96,1.0431690216064453
MNIST_SGD_seed01,MNIST,SGD,1,5,0.11301478033264478,0.9660416666666667,0.14460558434458157,0.9591666666666666,1.037818193435669
MNIST_SGD_seed01,MNIST,SGD,1,6,0.0949919306114316,0.9729166666666667,0.12339194932658422,0.9683333333333334,1.0237360000610352
MNIST_SGD_seed01,MNIST,SGD,1,7,0.0804496472949783,0.97375,0.10858057282472912,0.9683333333333334,1.0283846855163574
MNIST_SGD_seed01,MNIST,SGD,1,8,0.059348460113008816,0.98125,0.11071654124871681,0.9675,1.0142440795898438
MNIST_SGD_seed01,MNIST,SGD,1,9,0.05187267859466374,0.9829166666666667,0.10474236760484545,0.9758333333333333,1.0336260795593262
MNIST_SGD_seed01,MNIST,SGD,1,10,0.053840480024615923,0.983125,0.10287916992398861,0.9708333333333333,1.0412700176239014
MNIST_SGD_seed01,MNIST,SGD,1,11,0.03969145687296986,0.9883333333333333,0.10939555600481599,0.9691666666666666,1.0452370643615723
MNIST_SGD_seed01,MNIST,SGD,1,12,0.03916158855582277,0.9875,0.10752932576916034,0.9741666666666666,1.0526411533355713
MNIST_SGD_seed01,MNIST,SGD,1,13,0.03337397506305327,0.9883333333333333,0.11366220313357189,0.9741666666666666,1.025871992111206
MNIST_SGD_seed01,MNIST,SGD,1,14,0.03350948389619589,0.9891666666666666,0.09858443492282133,0.9741666666666666,1.0007989406585693
MNIST_SGD_seed02,MNIST,SGD,2,1,1.1715123228232065,0.6333333333333333,0.40999917999694224,0.8716666666666667,1.0769059658050537
MNIST_SGD_seed02,MNIST,SGD,2,2,0.3138226188222567,0.90375,0.19835716642831502,0.9416666666666667,1.0335290431976318
MNIST_SGD_seed02,MNIST,SGD,2,3,0.1867265831430753,0.9447916666666667,0.16087049343868307,0.9516666666666667,1.1253230571746826
MNIST_SGD_seed02,MNIST,SGD,2,4,0.1328433861831824,0.9575,0.12524755279484548,0.9608333333333333,1.0609278678894043
MNIST_SGD_seed02,MNIST,SGD,2,5,0.10699239919583002,0.9683333333333334,0.11579709196169126,0.965,1.1163198947906494
MNIST_SGD_seed02,MNIST,SGD,2,6,0.08540600062658389,0.9714583333333333,0.10093991232937888,0.9691666666666666,1.0196568965911865
